movie_name,download
2021年动作悬疑《一级指控》HD国粤双语中字,magnet:?xt=urn:btih:d9dcaa9143e2271c9233e3ab1515a674abd463f7&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%b8%80%e7%ba%a7%e6%8c%87%e6%8e%a7.2021.HD.1080P.%e5%9b%bd%e7%b2%a4%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情《妈妈的神奇小子》HD国粤双语中字,magnet:?xt=urn:btih:336789931293e59284cd166964cf3b697c24bc1b&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a6%88%e5%a6%88%e7%9a%84%e7%a5%9e%e5%a5%87%e5%b0%8f%e5%ad%90.2021.HD.1080P.%e5%9b%bd%e7%b2%a4%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情惊悚《摩加迪沙/绝路狂逃》BD韩语中字,magnet:?xt=urn:btih:1ba4f0a48879a81cbd4aadc68bcf0fda6725bd3d&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%91%a9%e5%8a%a0%e8%bf%aa%e6%b2%99.2021.BD.1080p.%e9%9f%a9%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情动作《老亨利》BD中英双字,magnet:?xt=urn:btih:150ed080c20de72482df9dc9be61b1fc9bfa24fd&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%80%81%e4%ba%a8%e5%88%a9.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年恐怖奇幻《绿衣骑士》BD中英双字,magnet:?xt=urn:btih:e3ebd5518d3ebe67e0b9ea09e203517a78199312&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%bb%bf%e8%a1%a3%e9%aa%91%e5%a3%ab.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年高分纪录片《九零后》HD国语中字,magnet:?xt=urn:btih:cc92e1bfab0a56c56322c0d8df11c37414c71087&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%b9%9d%e9%9b%b6%e5%90%8e.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2020年科幻《莫斯科陷落2/末日异战》BD国俄双语中字,magnet:?xt=urn:btih:6380566f556d7e975a756da0b610e68a7e690061&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%8e%ab%e6%96%af%e7%a7%91%e9%99%b7%e8%90%bd2.BD.1080P.%e5%9b%bd%e4%bf%84%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2020年动画《宇宙中最明亮的屋顶》BD日语中字,magnet:?xt=urn:btih:26f9411dbaafecffad3d647bc14e45c593c34f24&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%ae%87%e5%ae%99%e4%b8%ad%e6%9c%80%e6%98%8e%e4%ba%ae%e7%9a%84%e5%b1%8b%e9%a1%b6.2020.BD.1080P.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2011年纪录片《冰血长津湖》HD国语中字,magnet:?xt=urn:btih:96c2850b8b01bfe9f7c7c5d7575db80137ba5414&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%86%b0%e8%a1%80%e9%95%bf%e6%b4%a5%e6%b9%96.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mp4&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2020年动画《宝可梦：皮卡丘和可可的冒险》BD国日双语中字,magnet:?xt=urn:btih:e3201ffa4da381be059e51f6d8d6529d2ea6f2b1&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%ae%9d%e5%8f%af%e6%a2%a6%ef%bc%9a%e7%9a%ae%e5%8d%a1%e4%b8%98%e5%92%8c%e5%8f%af%e5%8f%af%e7%9a%84%e5%86%92%e9%99%a9.2020.BD.1080P.%e5%9b%bd%e6%97%a5%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2020年喜剧《回归之路》BD中英双字,magnet:?xt=urn:btih:7979bf524e8a82a792ad7c6192ed8812c0923a66&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%9b%9e%e5%bd%92%e4%b9%8b%e8%b7%af.2020.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年悬疑《信号长期未解决事件搜查组剧场版》BD日语中字,magnet:?xt=urn:btih:1cd57b6f4aac64caffe3754bd5323d6324791139&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%bf%a1%e5%8f%b7%e9%95%bf%e6%9c%9f%e6%9c%aa%e8%a7%a3%e5%86%b3%e4%ba%8b%e4%bb%b6%e6%90%9c%e6%9f%a5%e7%bb%84%e5%89%a7%e5%9c%ba%e7%89%88.2021.BD.1080P.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情《把我关起来》BD日语中字,magnet:?xt=urn:btih:3306ecf3eb5057d0cd8fd82e3967bb80aa595fa0&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%8a%8a%e6%88%91%e5%85%b3%e8%b5%b7%e6%9d%a5.2021.BD.1080P.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年惊悚《钛/女泰坦/钛妙了》HD中英双字,magnet:?xt=urn:btih:96ca68ed5a753979716d9ad708f4dffad6e6af3a&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%92%9b.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情惊悚《哭泣的男人》BD中英双字,magnet:?xt=urn:btih:5a9782b4554de0937b214ff57ae24af0f3f5f88c&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%93%ad%e6%b3%a3%e7%9a%84%e7%94%b7%e4%ba%ba.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情《盛夏未来》HD国语中字,magnet:?xt=urn:btih:7f0f1358e8e226f63a6e93c0ae61f52ad50e639e&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%9b%9b%e5%a4%8f%e6%9c%aa%e6%9d%a5.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年科幻冒险《Dune》HD中英双字,magnet:?xt=urn:btih:586bd0fae0d949a4a149ea390bef0895acd536af&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.Dune.2021.HD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2019年动画《宝可梦：超梦的逆袭进化》BD国日双语中字,magnet:?xt=urn:btih:3e26e1b646c47d3b5729236c0254b1e5d9566e3e&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%ae%9d%e5%8f%af%e6%a2%a6%ef%bc%9a%e8%b6%85%e6%a2%a6%e7%9a%84%e9%80%86%e8%a2%ad%e8%bf%9b%e5%8c%96.2019.BD.1080P.%e5%9b%bd%e6%97%a5%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年惊悚动作《神偷军团》BD中英双字,magnet:?xt=urn:btih:358c4983a57add95c37d96dfb3c701a82a15f3c8&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%a5%9e%e5%81%b7%e5%86%9b%e5%9b%a2.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年喜剧《日常幻想指南》HD国语中字,magnet:?xt=urn:btih:69547bb62bc7fa2adfc4f250b06002ca42617506&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%97%a5%e5%b8%b8%e5%b9%bb%e6%83%b3%e6%8c%87%e5%8d%97.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mp4&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年惊悚恐怖《夜间小屋/鬼屋》BD中英双字,magnet:?xt=urn:btih:b50be59561fa7d17ea543c065fe1bc9f15e3d811&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a4%9c%e9%97%b4%e5%b0%8f%e5%b1%8b.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年惊悚恐怖《逃脱的女孩》BD中英双字,magnet:?xt=urn:btih:93de913b7f28f1b4cad6bd449e125f7b38aec76b&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%80%83%e8%84%b1%e7%9a%84%e5%a5%b3%e5%ad%a9.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情《女人街，再见了》BD国粤双语中字,magnet:?xt=urn:btih:4234e01bfddb89548f3c9e7069a782c97343e4bb&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a5%b3%e4%ba%ba%e8%a1%97%ef%bc%8c%e5%86%8d%e8%a7%81%e4%ba%86.2021.BD.1080P.%e5%9b%bd%e7%b2%a4%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年喜剧《五个扑水的少年》HD国语中字,magnet:?xt=urn:btih:9ccef69881a92965f3c946a38e36d139ada042f2&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%ba%94%e4%b8%aa%e6%89%91%e6%b0%b4%e7%9a%84%e5%b0%91%e5%b9%b4.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mp4&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情爱情《我的青春有个你》HD国语中字,magnet:?xt=urn:btih:91d5f586e5821c8314c97fed7506f1450534a9e6&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%88%91%e7%9a%84%e9%9d%92%e6%98%a5%e6%9c%89%e4%b8%aa%e4%bd%a0.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年喜剧爱情《灰姑娘》BD中英双字,magnet:?xt=urn:btih:872631e923f07697fb810fb6bc871fa588f48c32&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%81%b0%e5%a7%91%e5%a8%98.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2019年动画喜剧《特拉·威利：未知星球》BD国法双语中字,magnet:?xt=urn:btih:6a73de2c72f6c3f81ccd604989876114807251a3&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%89%b9%e6%8b%89%c2%b7%e5%a8%81%e5%88%a9%ef%bc%9a%e6%9c%aa%e7%9f%a5%e6%98%9f%e7%90%83.2019.BD.1080P.%e5%9b%bd%e6%b3%95%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年悬疑惊悚《尊重/灵魂心声》BD中英双字,magnet:?xt=urn:btih:7393c9dacdca1314cdcfc7c2a925a469b86bf874&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%b0%8a%e9%87%8d.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年奇幻动画《白蛇2：青蛇劫起》HD国语中字,magnet:?xt=urn:btih:5400b81a4933221129996afecd3275e538e89086&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%99%bd%e8%9b%872%ef%bc%9a%e9%9d%92%e8%9b%87%e5%8a%ab%e8%b5%b7.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年惊悚动作《凯特/绝命凯特》BD中英双字,magnet:?xt=urn:btih:cc84f6c8fc2dbe529793b1473ccc2ffda2217b88&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%87%af%e7%89%b9.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年惊悚恐怖《致命感应》BD中英双字,magnet:?xt=urn:btih:30781091908a3734c300acbd69215f9eb4d730e0&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%87%b4%e5%91%bd%e6%84%9f%e5%ba%94.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年悬疑惊悚《秘密访客》BD国语中字,magnet:?xt=urn:btih:34459ce41ee594dda744c3d64c6a93cd0e791681&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%a7%98%e5%af%86%e8%ae%bf%e5%ae%a2.2021.BD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
