movie_name,download
2021年动作《人之怒/玩命钞劫》BD国英双语双字,magnet:?xt=urn:btih:a1ae478f380b394c500782a201f5501f438a6415&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%ba%ba%e4%b9%8b%e6%80%92.2021.BD.1080P.%e5%9b%bd%e8%8b%b1%e5%8f%8c%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情传记《孤儿橄榄球队》BD英语中字,magnet:?xt=urn:btih:514643565de40717550377610e174d263a387225&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%ad%a4%e5%84%bf%e6%a9%84%e6%a6%84%e7%90%83%e9%98%9f.2021.BD.1080p.%e8%8b%b1%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年惊悚恐怖《怪奇宅》BD韩语中字,magnet:?xt=urn:btih:a42d60d796050a9d0772228dbfafdfc715e2b1eb&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%80%aa%e5%a5%87%e5%ae%85.2021.BD.1080P.%e9%9f%a9%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情惊悚《静水城》BD中英双字,magnet:?xt=urn:btih:3a82fe117181c57f74f38bdccca1095e0c8ed123&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%9d%99%e6%b0%b4%e5%9f%8e.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情《水俣病/恶水真相》BD中英双字,magnet:?xt=urn:btih:4556c68e6679e5f7af08d81eecd7dc456c319af3&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%b0%b4%e4%bf%a3%e7%97%85.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年动作《门徒/复仇杀姬》BD中英双字,magnet:?xt=urn:btih:0432bd323b5adc93868f9de78ba739f4512881cd&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%97%a8%e5%be%92.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年恐怖《屏住呼吸2/禁室杀戮2》BD中英双字,magnet:?xt=urn:btih:9ea15e68ce99d0fe989561c92a746b1c9b83056d&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%b1%8f%e4%bd%8f%e5%91%bc%e5%90%b82.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年冒险动作《刺杀小说家》BD国粤双语中字,magnet:?xt=urn:btih:ca62ac6f0f1da6f68837e6b1ee672facecd32175&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%88%ba%e6%9d%80%e5%b0%8f%e8%af%b4%e5%ae%b6.2021.BD.1080P.%e5%9b%bd%e7%b2%a4%e5%8f%8c%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情惊悚《罪人/接线追缉》BD中英双字,magnet:?xt=urn:btih:3492632f8fd1ff92ebc5847c7276ba12ab80af5e&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%bd%aa%e4%ba%ba.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情历史《1921/一九二一》BD国语中字,magnet:?xt=urn:btih:92f18b61a686ee723b1f8a72559bd896e25dc163&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%b8%80%e4%b9%9d%e4%ba%8c%e4%b8%80.2021.BD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2020年剧情爱情《剧场》BD日语中字,magnet:?xt=urn:btih:02d3acefa2e0f4a3738d7cb271327fb101d907f9&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%89%a7%e5%9c%ba.2020.BD.1080P.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年悬疑惊悚《明天的记忆》BD中英双字,magnet:?xt=urn:btih:61d4e363e60303801292c4b56aefe9e5a81d6a0f&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%98%8e%e5%a4%a9%e7%9a%84%e8%ae%b0%e5%bf%86.2021.BD.1080p.%e9%9f%a9%e8%af%ad%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2019年悬疑惊悚《迷宫中的人》BD中字,magnet:?xt=urn:btih:496eee19cb313c28d47ea47c49a3870bf41201d8&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%bf%b7%e5%ae%ab%e4%b8%ad%e7%9a%84%e4%ba%ba.2020.BD.1080P.%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年悬疑惊悚《网诱惊魂》BD中英双字,magnet:?xt=urn:btih:cd14ccfd848c85ab62b3cd6a7f0e0d592e8f6cac&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%bd%91%e8%af%b1%e6%83%8a%e9%ad%82.2018.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情历史《革命者》HD国语中字,magnet:?xt=urn:btih:98846b0ac80f690c4deb5de0997b6e27e34bcb8a&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%9d%a9%e5%91%bd%e8%80%85.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mp4&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情《美国叛徒：轴心莎莉的审判》BD中英双字,magnet:?xt=urn:btih:e5a1c91e2e6a11b04b4363cc74490b842b0bb48c&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%be%8e%e5%9b%bd%e5%8f%9b%e5%be%92%ef%bc%9a%e8%bd%b4%e5%bf%83%e8%8e%8e%e8%8e%89%e7%9a%84%e5%ae%a1%e5%88%a4.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年喜剧《空中大灌篮：新传奇》BD中英双字,magnet:?xt=urn:btih:fc75fa7f881dc225d2368c5908ac496b9c94405d&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%a9%ba%e4%b8%ad%e5%a4%a7%e7%81%8c%e7%af%ae%ef%bc%9a%e6%96%b0%e4%bc%a0%e5%a5%87.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年科幻动作《X特遣队：全员集结》BD中英双字,magnet:?xt=urn:btih:f387113d5305aecf30ae819eee319ff99d68f724&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.X%e7%89%b9%e9%81%a3%e9%98%9f%ef%bc%9a%e5%85%a8%e5%91%98%e9%9b%86%e7%bb%93.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年奇幻动作《群青战记》BD日语中字,magnet:?xt=urn:btih:4b362eeca54d5f56e911dad91c006c297087add4&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%be%a4%e9%9d%92%e6%88%98%e8%ae%b0.2021.BD.1080p.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情《健听女孩》BD中英双字,magnet:?xt=urn:btih:1e1c565abfff6981e31012c5a02c94216ce1a1b4&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%81%a5%e5%90%ac%e5%a5%b3%e5%ad%a9.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年科幻动画《新·福音战士剧场版：终》BD日语中英双字,magnet:?xt=urn:btih:0991ed5a3fdc10654fd653c9bd9f8f27eb892707&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%96%b0%c2%b7%e7%a6%8f%e9%9f%b3%e6%88%98%e5%a3%ab%e5%89%a7%e5%9c%ba%e7%89%88%ef%bc%9a%e7%bb%88.2021.BD.1080P.%e6%97%a5%e8%af%ad%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2019年剧情历史《夕雾花园》BD中字,magnet:?xt=urn:btih:6889a0e0b777fdd30eb0fc5a400eb80e28a4c6f4&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a4%95%e9%9b%be%e8%8a%b1%e5%9b%ad.2019.BD.1080P.%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年喜剧《燃野少年的天空》HD国语中字,magnet:?xt=urn:btih:df1e66582b6dacd84cbcc8a373efec94bc604ca1&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%87%83%e9%87%8e%e5%b0%91%e5%b9%b4%e7%9a%84%e5%a4%a9%e7%a9%ba.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mp4&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年科幻动画《怪物猎人：公会传奇》BD中英双字,magnet:?xt=urn:btih:03d34b3d36538b8dc50febc66a16657148bfe60c&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%80%aa%e7%89%a9%e7%8c%8e%e4%ba%ba%ef%bc%9a%e5%85%ac%e4%bc%9a%e4%bc%a0%e5%a5%87.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2020年动画喜剧《筑梦者/筑梦奇迹》BD英国粤三语双字,magnet:?xt=urn:btih:31b7818d59e58b8692a708324c16297090043c72&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e7%ad%91%e6%a2%a6%e8%80%85.BD.1080p.%e5%9b%bd%e7%b2%a4%e8%8b%b1%e4%b8%89%e8%af%ad%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年剧情爱情《花束般的恋爱》BD日语中字,magnet:?xt=urn:btih:9378508abf4137615c7f6e4c6311caf97c969f92&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%8a%b1%e6%9d%9f%e8%88%ac%e7%9a%84%e6%81%8b%e7%88%b1.2021.BD.1080P.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年动画喜剧《夏日友晴天》BD英国粤三语双字,magnet:?xt=urn:btih:130b53f19a9e28335527fe986d026d299e25fb39&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a4%8f%e6%97%a5%e5%8f%8b%e6%99%b4%e5%a4%a9.2021.BD.1080P.%e5%9b%bd%e7%b2%a4%e8%8b%b1%e4%b8%89%e8%af%ad%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年动作《速度与激情9》BD中英双字,magnet:?xt=urn:btih:155970bfc960f57cce7033f4c52181da2a5744cb&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e9%80%9f%e5%ba%a6%e4%b8%8e%e6%bf%80%e6%83%859.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2019年喜剧《好梦一日游》BD法语中字,magnet:?xt=urn:btih:78ce12fbf0cb4c165750fffb930075b837771726&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e5%a5%bd%e6%a2%a6%e4%b8%80%e6%97%a5%e6%b8%b8.2019.BD.1080P.%e6%b3%95%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年冒险动作《浪客剑心最终章追忆篇》BD日语中字,magnet:?xt=urn:btih:54ea421a4fb539c069c20b4c22ea99d3abd72b52&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%b5%aa%e5%ae%a2%e5%89%91%e5%bf%83%e6%9c%80%e7%bb%88%e7%ab%a0%e8%bf%bd%e5%bf%86%e7%af%87.2021.BD.1080P.%e6%97%a5%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年喜剧《了不起的老爸》HD国语中字,magnet:?xt=urn:btih:0d6398aeb20e8d35b261fc9f619a2f13c5a48160&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%ba%86%e4%b8%8d%e8%b5%b7%e7%9a%84%e8%80%81%e7%88%b8.2021.HD.1080P.%e5%9b%bd%e8%af%ad%e4%b8%ad%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年科幻动画《蝙蝠侠：漫长的万圣节(下)》BD中英双字,magnet:?xt=urn:btih:27663ab0f63457626fce8efa627968e11959ac0c&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e8%9d%99%e8%9d%a0%e4%be%a0%ef%bc%9a%e6%bc%ab%e9%95%bf%e7%9a%84%e4%b8%87%e5%9c%a3%e8%8a%82(%e4%b8%8b).2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年喜剧《比得兔2：逃跑计划》BD中英双字,magnet:?xt=urn:btih:103ff99398d6660578f4b1aa776e5eddaea801e6&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e6%af%94%e5%be%97%e5%85%942%ef%bc%9a%e9%80%83%e8%b7%91%e8%ae%a1%e5%88%92.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
2021年动作奇幻《丛林奇航》BD中英双字,magnet:?xt=urn:btih:0ff2041f67571c3bea47bf9430eae1e85d921c5b&dn=%e9%98%b3%e5%85%89%e7%94%b5%e5%bd%b1www.ygdy8.com.%e4%b8%9b%e6%9e%97%e5%a5%87%e8%88%aa.2021.BD.1080P.%e4%b8%ad%e8%8b%b1%e5%8f%8c%e5%ad%97.mkv&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce
